app_name,total_volume_mn,total_value_cr,month,year,category
Airtel Payments Bank App,5.3,460.9,Apr,2022,Bank App
Amazon Pay,73.21,6699.57,Apr,2022,Payment App
Au Small Finance Bank App,0.32,109.89,Apr,2022,Bank App
Axis Bank App,64.03,1257.15,Apr,2022,Bank App
Bajaj Finserv,0.52,38.61,Apr,2022,Payment App
Bank Of Baroda App,0.77,344.65,Apr,2022,Bank App
Bank Of India App,0.1,32.62,Apr,2022,Bank App
Bank Of Maharashtra App,0.05,14.56,Apr,2022,Bank App
Bhim,25.69,8354.34,Apr,2022,Payment App
Canara Bank App,0.31,110.31,Apr,2022,Bank App
Central Bank Of India App,0.13,51.04,Apr,2022,Bank App
Citi Bank App,0.08,66.03,Apr,2022,Bank App
City Union Bank App,0.03,8.41,Apr,2022,Bank App
Cointab,0.07,28.5,Apr,2022,Payment App
Cred,13.05,16372.92,Apr,2022,Payment App
Dbs Digibank App,0.47,175.45,Apr,2022,Bank App
Deutsche Bank App,1.51,128.43,Apr,2022,Bank App
Dhanlaxmi Bank App,0.01,3.02,Apr,2022,Bank App
Fave,0.18,7.73,Apr,2022,Payment App
Federal Bank App,2.7,375.64,Apr,2022,Bank App
Fino Payments Bank App,0.04,3.26,Apr,2022,Bank App
Finserv Markets,0.01,1.06,Apr,2022,Bank App
Finshell Pay,0.08,4.45,Apr,2022,Payment App
Goibibo,0.01,3.31,Apr,2022,Bank App
Google Pay,1914.77,344791.35,Apr,2022,Payment App
Groww,0.61,376.18,Apr,2022,Payment App
Hdfc Bank App,5.9,1759.12,Apr,2022,Bank App
Hsbc Bank App,0.11,59.72,Apr,2022,Bank App
Icici Bank App,37.65,9356.17,Apr,2022,Bank App
Idbi Bank App,0.03,16.78,Apr,2022,Bank App
Idfc Bank App,2.49,532.69,Apr,2022,Bank App
India Post Payments Bank App,2.8,328.53,Apr,2022,Bank App
Indian Bank App,0.14,49.9,Apr,2022,Bank App
Indian Overseas Bank App,0.01,1.52,Apr,2022,Bank App
Indusind Bank App,1.02,2596.71,Apr,2022,Bank App
Janta Sahakari Bank App,0.01,4.28,Apr,2022,Bank App
Jio Payments Bank App,2.1,126.25,Apr,2022,Bank App
Jupiter,1.47,186.13,Apr,2022,Bank App
Jupiter Edge (Livquick Ppi),0.01,0.43,Apr,2022,Bank App
Karnataka Bank App,0.27,35.58,Apr,2022,Bank App
Karur Vysya Bank App,0.04,18.54,Apr,2022,Bank App
Kotak Mahindra Bank App,7.96,1684.35,Apr,2022,Bank App
Makemytrip,0.09,41.18,Apr,2022,Bank App
Mi Pay,0.19,28.58,Apr,2022,Bank App
Mobikwik,2.37,421.47,Apr,2022,Payment App
Nsdl Payments Bank App,0.02,2.32,Apr,2022,Bank App
Paytm Payments Bank App,851.61,101649.06,Apr,2022,Payment App
PhonePe,2616.26,486557.03,Apr,2022,Payment App
Punjab National Bank App,0.09,46.27,Apr,2022,Bank App
Punjab Sindh Bank App,0.01,5.38,Apr,2022,Bank App
Rbl Bank App,0.3,113.65,Apr,2022,Bank App
Samsung Pay,3.81,470.11,Apr,2022,Bank App
South Indian Bank App,0.13,45.03,Apr,2022,Bank App
Standard Chartered Bank App,0.12,68.15,Apr,2022,Bank App
Sbi Bank App,4.03,2118.0,Apr,2022,Bank App
Superpay,0.02,0.4,Apr,2022,Bank App
Tamilnad Mercantile Bank App,0.01,0.26,Apr,2022,Bank App
Tata Neu,0.35,32.82,Apr,2022,Bank App
Uco Bank App,0.21,41.48,Apr,2022,Bank App
Ultracash,0.03,2.22,Apr,2022,Bank App
Union Bank App,0.42,198.34,Apr,2022,Bank App
Utkarsh Small Finance Bank App,0.01,3.88,Apr,2022,Bank App
Whatsapp,2.5,242.4,Apr,2022,Bank App
Yes Bank App,34.07,10246.99,Apr,2022,Bank App
Yuvapay,0.06,103.34,Apr,2022,Bank App
Others,0.02,8.26,Apr,2022,Bank App
Allahabad Bank App,0.03,7.7,Aug,2022,Bank App
Amazon Pay,62.43,6353.15,Aug,2022,Payment App
Au Small Finance Bank App,0.45,138.7,Aug,2022,Bank App
Axis Bank App,58.11,1357.89,Aug,2022,Bank App
Bajaj Finserv,2.45,178.59,Aug,2022,Payment App
Bajaj Markets,0.02,1.58,Aug,2022,Bank App
Bandhan Bank App,0.01,1.25,Aug,2022,Bank App
Bank Of Baroda App,0.99,383.43,Aug,2022,Bank App
Bank Of India App,0.17,54.81,Aug,2022,Bank App
Bank Of Maharashtra App,0.07,17.19,Aug,2022,Bank App
Bhim,24.99,7860.48,Aug,2022,Payment App
Canara Bank App,0.67,176.37,Aug,2022,Bank App
Central Bank Of India App,0.24,64.59,Aug,2022,Bank App
Citi Bank App,0.11,63.08,Aug,2022,Bank App
City Union Bank App,0.04,11.45,Aug,2022,Bank App
Cointab,0.06,24.98,Aug,2022,Payment App
Cred,14.81,19084.3,Aug,2022,Payment App
Dbs Digibank App,0.48,178.76,Aug,2022,Bank App
Deutsche Bank App,1.98,119.21,Aug,2022,Bank App
Dhanlaxmi Bank App,0.01,3.1,Aug,2022,Bank App
Equitas Small Finance Bank App,0.01,4.94,Aug,2022,Bank App
Fave,0.14,7.71,Aug,2022,Payment App
Federal Bank App,3.8,520.2,Aug,2022,Bank App
Fino Payments Bank App,0.08,5.05,Aug,2022,Bank App
Goibibo,0.01,4.82,Aug,2022,Bank App
Google Pay,2212.73,371081.16,Aug,2022,Payment App
Groww,0.8,490.93,Aug,2022,Payment App
Hdfc Bank App,9.83,2415.47,Aug,2022,Bank App
Hsbc Bank App,0.11,66.14,Aug,2022,Bank App
Icici Bank App,45.59,10725.25,Aug,2022,Bank App
Idbi Bank App,0.04,20.31,Aug,2022,Bank App
Idfc Bank App,10.19,762.41,Aug,2022,Bank App
India Post Payments Bank App,4.3,504.41,Aug,2022,Bank App
Indian Bank App,0.22,63.33,Aug,2022,Bank App
Indian Overseas Bank App,0.01,4.66,Aug,2022,Bank App
Indusind Bank App,1.01,1605.56,Aug,2022,Bank App
Janta Sahakari Bank App,0.01,4.56,Aug,2022,Bank App
Jio Payments Bank App,1.85,113.28,Aug,2022,Bank App
Jupiter,2.03,249.2,Aug,2022,Bank App
Karnataka Bank App,0.38,55.32,Aug,2022,Bank App
Karur Vysya Bank App,0.04,16.54,Aug,2022,Bank App
Kotak Mahindra Bank App,9.28,1939.14,Aug,2022,Bank App
Makemytrip,0.15,62.67,Aug,2022,Bank App
Mi Pay,0.15,24.8,Aug,2022,Bank App
Mobikwik,2.84,562.95,Aug,2022,Payment App
Nsdl Payments Bank App,0.02,2.85,Aug,2022,Bank App
Paytm Payments Bank App,986.39,114217.1,Aug,2022,Payment App
PhonePe,3146.71,528433.49,Aug,2022,Payment App
Punjab National Bank App,0.09,43.41,Aug,2022,Bank App
Punjab Sindh Bank App,0.01,5.25,Aug,2022,Bank App
Rbl Bank App,0.82,163.02,Aug,2022,Bank App
Samsung Pay,4.09,468.37,Aug,2022,Bank App
South Indian Bank App,0.16,52.73,Aug,2022,Bank App
Standard Chartered Bank App,0.14,73.6,Aug,2022,Bank App
Sbi Bank App,4.1,1926.51,Aug,2022,Bank App
Tamilnad Mercantile Bank App,0.06,7.94,Aug,2022,Bank App
Tata Neu,0.1,15.78,Aug,2022,Bank App
Tjsb Bank App,0.01,2.2,Aug,2022,Bank App
Uco Bank App,0.25,65.69,Aug,2022,Bank App
Ultracash,0.02,1.54,Aug,2022,Bank App
Union Bank App,0.52,215.23,Aug,2022,Bank App
Utkarsh Small Finance Bank App,0.02,4.71,Aug,2022,Bank App
Whatsapp,6.72,567.17,Aug,2022,Bank App
Yes Bank App,57.8,16234.92,Aug,2022,Bank App
Others,0.01,5.72,Aug,2022,Bank App
Allahabad Bank App,0.03,9.75,Dec,2022,Bank App
Amazon Pay,69.61,6621.66,Dec,2022,Payment App
Au Small Finance Bank App,0.58,177.47,Dec,2022,Bank App
Axis Bank App,65.56,1305.09,Dec,2022,Bank App
Bajaj Finserv,4.56,647.71,Dec,2022,Payment App
Bandhan Bank App,0.01,1.53,Dec,2022,Bank App
Bank Of Baroda App,1.02,397.56,Dec,2022,Bank App
Bank Of India App,0.22,64.32,Dec,2022,Bank App
Bank Of Maharashtra App,0.08,19.91,Dec,2022,Bank App
Bhim,25.5,8400.04,Dec,2022,Payment App
Canara Bank App,1.02,275.7,Dec,2022,Bank App
Central Bank Of India App,0.26,60.32,Dec,2022,Bank App
Citi Bank App,0.09,68.38,Dec,2022,Bank App
City Union Bank App,0.05,14.38,Dec,2022,Bank App
Cointab,0.05,18.98,Dec,2022,Payment App
Cred,31.42,19622.29,Dec,2022,Payment App
Dbs Digibank App,0.41,171.59,Dec,2022,Bank App
Deutsche Bank App,1.28,104.49,Dec,2022,Bank App
Dhanlaxmi Bank App,0.01,3.16,Dec,2022,Bank App
Equitas Small Finance Bank App,0.02,11.69,Dec,2022,Bank App
Fampay Ppi,9.7,127.19,Dec,2022,Bank App
Fave,0.08,5.01,Dec,2022,Payment App
Federal Bank App,4.57,595.18,Dec,2022,Bank App
Fino Payments Bank App,0.11,7.49,Dec,2022,Bank App
Google Pay,2712.34,440370.99,Dec,2022,Payment App
Groww,0.21,153.02,Dec,2022,Payment App
Hdfc Bank App,11.81,3143.24,Dec,2022,Bank App
Hsbc Bank App,0.15,78.63,Dec,2022,Bank App
Icici Bank App,48.29,16125.15,Dec,2022,Bank App
Idbi Bank App,0.07,29.5,Dec,2022,Bank App
Idfc Bank App,9.7,1322.98,Dec,2022,Bank App
India Post Payments Bank App,5.55,682.59,Dec,2022,Bank App
Indian Bank App,0.25,73.71,Dec,2022,Bank App
Indian Overseas Bank App,0.01,2.9,Dec,2022,Bank App
Indusind Bank App,1.26,1062.4,Dec,2022,Bank App
Janta Sahakari Bank App,0.01,4.58,Dec,2022,Bank App
Jio Payments Bank App,1.48,104.71,Dec,2022,Bank App
Jupiter,2.53,318.03,Dec,2022,Bank App
Karnataka Bank App,0.48,91.09,Dec,2022,Bank App
Karur Vysya Bank App,0.04,14.87,Dec,2022,Bank App
Kotak Mahindra Bank App,11.53,2480.18,Dec,2022,Bank App
Makemytrip,0.1,52.3,Dec,2022,Bank App
Mobikwik,3.62,806.82,Dec,2022,Payment App
Nsdl Payments Bank App,0.02,2.95,Dec,2022,Bank App
Paytm Payments Bank App,1170.34,138821.66,Dec,2022,Payment App
PhonePe,3674.24,639348.78,Dec,2022,Payment App
Punjab National Bank App,0.22,76.7,Dec,2022,Bank App
Punjab Sindh Bank App,0.03,10.48,Dec,2022,Bank App
Rbl Bank App,1.1,215.3,Dec,2022,Bank App
Samsung Pay,5.49,531.12,Dec,2022,Bank App
Slash,0.01,0.79,Dec,2022,Bank App
Slice,0.15,15.74,Dec,2022,Payment App
South Indian Bank App,0.18,53.2,Dec,2022,Bank App
Standard Chartered Bank App,0.16,90.42,Dec,2022,Bank App
Sbi Bank App,4.22,1928.43,Dec,2022,Bank App
Tamilnad Mercantile Bank App,0.08,12.13,Dec,2022,Bank App
Tata Neu,0.15,17.64,Dec,2022,Bank App
Uco Bank App,0.31,93.32,Dec,2022,Bank App
Ultracash,0.03,1.65,Dec,2022,Bank App
Union Bank App,0.92,310.63,Dec,2022,Bank App
Utkarsh Small Finance Bank App,0.02,7.81,Dec,2022,Bank App
Whatsapp,11.05,917.49,Dec,2022,Bank App
Yes Bank App,36.16,13415.46,Dec,2022,Bank App
Others,0.03,7.64,Dec,2022,Bank App
Allahabad Bank App,0.02,6.28,Feb,2022,Bank App
Amazon Pay,63.49,6044.47,Feb,2022,Payment App
Au Small Finance Bank App,0.25,89.36,Feb,2022,Bank App
Axis Bank App,54.78,1405.26,Feb,2022,Bank App
Bajaj Finserv,0.33,19.32,Feb,2022,Payment App
Bank Of Baroda App,0.67,330.69,Feb,2022,Bank App
Bank Of India App,0.05,21.28,Feb,2022,Bank App
Bank Of Maharashtra App,0.05,12.49,Feb,2022,Bank App
Bhim,23.25,7891.86,Feb,2022,Payment App
Canara Bank App,0.26,95.78,Feb,2022,Bank App
Central Bank Of India App,0.12,45.26,Feb,2022,Bank App
Citi Bank App,0.08,69.22,Feb,2022,Bank App
City Union Bank App,0.02,5.49,Feb,2022,Bank App
Cointab,1.73,280.57,Feb,2022,Payment App
Cred,10.08,13364.09,Feb,2022,Payment App
Dbs Digibank App,0.46,173.63,Feb,2022,Bank App
Dena Bank App,0.02,23.93,Feb,2022,Bank App
Deutsche Bank App,0.87,70.43,Feb,2022,Bank App
Dhanlaxmi Bank App,0.01,2.83,Feb,2022,Bank App
Federal Bank App,0.55,108.21,Feb,2022,Bank App
Fino Payments Bank App,0.03,3.25,Feb,2022,Bank App
Finshell Pay,0.06,3.8,Feb,2022,Payment App
Hdfc Bank App,4.59,1370.03,Feb,2022,Bank App
Hsbc Bank App,0.08,52.97,Feb,2022,Bank App
Icici Bank App,30.66,8727.44,Feb,2022,Bank App
Idbi Bank App,0.02,14.6,Feb,2022,Bank App
Idfc Bank App,1.21,321.93,Feb,2022,Bank App
India Post Payments Bank App,2.21,268.9,Feb,2022,Bank App
Indian Bank App,0.11,42.07,Feb,2022,Bank App
Indusind Bank App,0.77,1358.24,Feb,2022,Bank App
Jammu And Kashmir Bank App,0.01,3.43,Feb,2022,Bank App
Janta Sahakari Bank App,0.01,4.33,Feb,2022,Bank App
Jio Payments Bank App,1.97,111.85,Feb,2022,Bank App
Jupiter Money,1.13,140.79,Feb,2022,Payment App
Karnataka Bank App,0.25,31.35,Feb,2022,Bank App
Karur Vysya Bank App,0.04,17.17,Feb,2022,Bank App
Kotak Mahindra Bank App,6.91,1383.3,Feb,2022,Bank App
Makemytrip,0.08,33.03,Feb,2022,Bank App
Mi Pay,0.25,38.46,Feb,2022,Bank App
Mobikwik,3.78,755.89,Feb,2022,Payment App
Nsdl Payments Bank App,0.02,1.77,Feb,2022,Bank App
Paytm Payments Bank App,706.77,86299.22,Feb,2022,Payment App
Punjab National Bank App,0.08,43.49,Feb,2022,Bank App
Punjab Sindh Bank App,0.01,2.66,Feb,2022,Bank App
Rbl Bank App,0.51,107.25,Feb,2022,Bank App
Samsung Pay,3.14,421.97,Feb,2022,Bank App
South Indian Bank App,0.12,38.69,Feb,2022,Bank App
Standard Chartered Bank App,0.12,64.7,Feb,2022,Bank App
Sbi Bank App,3.38,1863.42,Feb,2022,Bank App
Uco Bank App,0.16,35.05,Feb,2022,Bank App
Ultracash,1.51,158.7,Feb,2022,Bank App
Union Bank App,0.35,166.72,Feb,2022,Bank App
Utkarsh Small Finance Bank App,0.01,2.42,Feb,2022,Bank App
Whatsapp,2.24,207.09,Feb,2022,Bank App
Yes Bank App,32.17,6551.61,Feb,2022,Bank App
Yuvapay,0.05,89.7,Feb,2022,Bank App
Others,0.02,8.15,Feb,2022,Bank App
Allahabad Bank App,0.02,7.36,Jan,2022,Bank App
Amazon Pay,73.5,6729.66,Jan,2022,Payment App
Au Small Finance Bank App,0.23,81.15,Jan,2022,Bank App
Axis Bank App,47.25,1093.02,Jan,2022,Bank App
Bajaj Finserv,0.24,12.88,Jan,2022,Payment App
Bank Of Baroda App,0.71,342.85,Jan,2022,Bank App
Bank Of India App,0.05,20.23,Jan,2022,Bank App
Bank Of Maharashtra App,0.05,12.46,Jan,2022,Bank App
Bhim,25.82,8511.91,Jan,2022,Payment App
Canara Bank App,0.26,98.95,Jan,2022,Bank App
Central Bank Of India App,0.13,47.33,Jan,2022,Bank App
Citi Bank App,0.09,77.8,Jan,2022,Bank App
City Union Bank App,0.02,4.92,Jan,2022,Bank App
Cointab,1.21,179.22,Jan,2022,Payment App
Cred,10.68,14189.86,Jan,2022,Payment App
Dbs Digibank App,0.51,186.79,Jan,2022,Bank App
Dena Bank App,0.02,26.5,Jan,2022,Bank App
Deutsche Bank App,0.92,62.08,Jan,2022,Bank App
Dhanlaxmi Bank App,0.01,2.95,Jan,2022,Bank App
Federal Bank App,0.54,109.25,Jan,2022,Bank App
Fino Payments Bank App,0.03,2.79,Jan,2022,Bank App
Finshell Pay,0.07,3.69,Jan,2022,Payment App
Hdfc Bank App,4.94,1366.89,Jan,2022,Bank App
Hsbc Bank App,0.08,54.57,Jan,2022,Bank App
Icici Bank App,33.43,8707.05,Jan,2022,Bank App
Idbi Bank App,0.02,12.54,Jan,2022,Bank App
Idfc Bank App,1.22,316.37,Jan,2022,Bank App
India Post Payments Bank App,2.65,309.42,Jan,2022,Bank App
Indian Bank App,0.13,47.42,Jan,2022,Bank App
Indusind Bank App,0.74,1218.79,Jan,2022,Bank App
Jammu And Kashmir Bank App,0.01,2.47,Jan,2022,Bank App
Janta Sahakari Bank App,0.01,4.46,Jan,2022,Bank App
Jio Payments Bank App,2.05,114.39,Jan,2022,Bank App
Jupiter Money,1.02,156.15,Jan,2022,Payment App
Karnataka Bank App,0.25,31.19,Jan,2022,Bank App
Karur Vysya Bank App,0.04,17.37,Jan,2022,Bank App
Kotak Mahindra Bank App,6.88,1333.06,Jan,2022,Bank App
Makemytrip,0.06,19.63,Jan,2022,Bank App
Mi Pay,0.27,40.51,Jan,2022,Bank App
Mobikwik,3.87,886.55,Jan,2022,Payment App
Nsdl Payments Bank App,0.02,1.45,Jan,2022,Bank App
Paytm Payments Bank App,710.28,85125.97,Jan,2022,Payment App
Punjab National Bank App,0.09,44.86,Jan,2022,Bank App
Punjab Sindh Bank App,0.01,2.87,Jan,2022,Bank App
Rbl Bank App,0.43,101.45,Jan,2022,Bank App
Samsung Pay,3.17,431.07,Jan,2022,Bank App
South Indian Bank App,0.13,41.4,Jan,2022,Bank App
Standard Chartered Bank App,0.11,60.49,Jan,2022,Bank App
Sbi Bank App,3.62,1967.05,Jan,2022,Bank App
Uco Bank App,0.16,37.26,Jan,2022,Bank App
Ultracash,2.14,177.63,Jan,2022,Bank App
Union Bank App,0.39,182.27,Jan,2022,Bank App
Whatsapp,2.34,205.83,Jan,2022,Bank App
Yes Bank App,27.59,5817.16,Jan,2022,Bank App
Yuvapay,0.05,77.12,Jan,2022,Bank App
Others,0.02,9.08,Jan,2022,Bank App
Allahabad Bank App,0.03,6.95,Jul,2022,Bank App
Amazon Pay,68.77,6751.8,Jul,2022,Payment App
Au Small Finance Bank App,0.42,131.49,Jul,2022,Bank App
Axis Bank App,53.99,1213.95,Jul,2022,Bank App
Bajaj Finserv,1.95,128.52,Jul,2022,Payment App
Bajaj Markets,0.02,1.66,Jul,2022,Bank App
Bandhan Bank App,0.01,1.35,Jul,2022,Bank App
Bank Of Baroda App,0.88,354.45,Jul,2022,Bank App
Bank Of India App,0.15,46.44,Jul,2022,Bank App
Bank Of Maharashtra App,0.06,16.47,Jul,2022,Bank App
Bhim,24.48,7823.95,Jul,2022,Payment App
Canara Bank App,0.47,128.79,Jul,2022,Bank App
Central Bank Of India App,0.22,58.37,Jul,2022,Bank App
Citi Bank App,0.11,63.66,Jul,2022,Bank App
City Union Bank App,0.03,10.19,Jul,2022,Bank App
Cointab,0.07,27.3,Jul,2022,Payment App
Cred,14.89,19716.43,Jul,2022,Payment App
Dbs Digibank App,0.47,179.27,Jul,2022,Bank App
Deutsche Bank App,1.87,116.01,Jul,2022,Bank App
Dhanlaxmi Bank App,0.01,2.86,Jul,2022,Bank App
Equitas Small Finance Bank App,0.01,4.89,Jul,2022,Bank App
Fave,0.16,11.06,Jul,2022,Payment App
Federal Bank App,3.85,539.55,Jul,2022,Bank App
Fino Payments Bank App,0.06,4.26,Jul,2022,Bank App
Goibibo,0.01,5.1,Jul,2022,Bank App
Google Pay,2130.63,366669.09,Jul,2022,Payment App
Groww,0.49,290.31,Jul,2022,Payment App
Hdfc Bank App,9.38,2341.28,Jul,2022,Bank App
Hsbc Bank App,0.11,68.47,Jul,2022,Bank App
Icici Bank App,37.34,11509.29,Jul,2022,Bank App
Idbi Bank App,0.03,16.42,Jul,2022,Bank App
Idfc Bank App,8.28,645.34,Jul,2022,Bank App
India Post Payments Bank App,4.08,480.59,Jul,2022,Bank App
Indian Bank App,0.21,71.39,Jul,2022,Bank App
Indian Overseas Bank App,0.01,3.74,Jul,2022,Bank App
Indusind Bank App,0.99,1652.26,Jul,2022,Bank App
Janta Sahakari Bank App,0.01,4.15,Jul,2022,Bank App
Jio Payments Bank App,1.9,116.59,Jul,2022,Bank App
Jupiter,2.1,254.14,Jul,2022,Bank App
Karnataka Bank App,0.35,48.01,Jul,2022,Bank App
Karur Vysya Bank App,0.04,15.66,Jul,2022,Bank App
Kotak Mahindra Bank App,8.86,1816.33,Jul,2022,Bank App
Makemytrip,0.13,58.19,Jul,2022,Bank App
Mi Pay,0.16,26.98,Jul,2022,Bank App
Mobikwik,2.48,462.17,Jul,2022,Payment App
Nsdl Payments Bank App,0.02,3.5,Jul,2022,Bank App
Paytm Payments Bank App,933.88,111149.66,Jul,2022,Payment App
PhonePe,2993.83,524742.49,Jul,2022,Payment App
Punjab National Bank App,0.07,35.7,Jul,2022,Bank App
Punjab Sindh Bank App,0.01,4.03,Jul,2022,Bank App
Rbl Bank App,0.54,121.17,Jul,2022,Bank App
Samsung Pay,4.05,472.39,Jul,2022,Bank App
South Indian Bank App,0.15,46.97,Jul,2022,Bank App
Standard Chartered Bank App,0.14,74.11,Jul,2022,Bank App
Sbi Bank App,4.15,2013.47,Jul,2022,Bank App
Tamilnad Mercantile Bank App,0.05,6.78,Jul,2022,Bank App
Tata Neu,0.11,17.26,Jul,2022,Bank App
Tjsb Bank App,0.01,2.26,Jul,2022,Bank App
Uco Bank App,0.22,46.83,Jul,2022,Bank App
Ultracash,0.03,2.08,Jul,2022,Bank App
Union Bank App,0.49,208.03,Jul,2022,Bank App
Utkarsh Small Finance Bank App,0.02,4.55,Jul,2022,Bank App
Whatsapp,6.18,502.0,Jul,2022,Bank App
Yes Bank App,60.8,15236.04,Jul,2022,Bank App
Yuvapay,0.01,21.38,Jul,2022,Bank App
Others,0.02,5.15,Jul,2022,Bank App
Allahabad Bank App,0.02,6.79,Jun,2022,Bank App
Amazon Pay,68.4,6541.84,Jun,2022,Payment App
Au Small Finance Bank App,0.38,120.24,Jun,2022,Bank App
Axis Bank App,52.6,1268.38,Jun,2022,Bank App
Bajaj Finserv,1.16,85.49,Jun,2022,Payment App
Bajaj Markets,0.01,1.2,Jun,2022,Bank App
Bank Of Baroda App,0.83,347.72,Jun,2022,Bank App
Bank Of India App,0.13,41.82,Jun,2022,Bank App
Bank Of Maharashtra App,0.06,15.77,Jun,2022,Bank App
Bhim,22.6,7527.98,Jun,2022,Payment App
Canara Bank App,0.34,109.78,Jun,2022,Bank App
Central Bank Of India App,0.15,54.06,Jun,2022,Bank App
Citi Bank App,0.13,63.54,Jun,2022,Bank App
City Union Bank App,0.03,8.72,Jun,2022,Bank App
Cointab,0.06,23.99,Jun,2022,Payment App
Cred,13.4,17583.25,Jun,2022,Payment App
Dbs Digibank App,0.46,171.69,Jun,2022,Bank App
Deutsche Bank App,1.51,99.12,Jun,2022,Bank App
Dhanlaxmi Bank App,0.01,2.7,Jun,2022,Bank App
Equitas Small Finance Bank App,0.01,3.87,Jun,2022,Bank App
Fave,0.12,6.94,Jun,2022,Payment App
Federal Bank App,3.55,494.21,Jun,2022,Bank App
Fino Payments Bank App,0.05,3.17,Jun,2022,Bank App
Finshell Pay,0.1,5.3,Jun,2022,Payment App
Goibibo,0.01,3.87,Jun,2022,Bank App
Google Pay,2025.89,355137.2,Jun,2022,Payment App
Groww,0.72,416.73,Jun,2022,Payment App
Hdfc Bank App,8.24,2066.22,Jun,2022,Bank App
Hsbc Bank App,0.11,61.39,Jun,2022,Bank App
Icici Bank App,39.37,10202.14,Jun,2022,Bank App
Idbi Bank App,0.03,15.71,Jun,2022,Bank App
Idfc Bank App,7.03,663.65,Jun,2022,Bank App
India Post Payments Bank App,3.98,467.34,Jun,2022,Bank App
Indian Bank App,0.17,53.68,Jun,2022,Bank App
Indian Overseas Bank App,0.01,2.98,Jun,2022,Bank App
Indusind Bank App,1.0,1645.13,Jun,2022,Bank App
Janta Sahakari Bank App,0.01,4.47,Jun,2022,Bank App
Jio Payments Bank App,1.87,116.34,Jun,2022,Bank App
Jupiter,1.89,223.22,Jun,2022,Bank App
Jupiter Edge (Livquick Ppi),0.13,8.72,Jun,2022,Bank App
Karnataka Bank App,0.32,43.13,Jun,2022,Bank App
Karur Vysya Bank App,0.04,15.91,Jun,2022,Bank App
Kotak Mahindra Bank App,8.33,1762.28,Jun,2022,Bank App
Makemytrip,0.11,51.45,Jun,2022,Bank App
Mi Pay,0.17,29.61,Jun,2022,Bank App
Mobikwik,2.31,404.63,Jun,2022,Payment App
Nsdl Payments Bank App,0.02,2.44,Jun,2022,Bank App
Paytm Payments Bank App,877.5,102119.9,Jun,2022,Payment App
PhonePe,2732.59,501474.48,Jun,2022,Payment App
Punjab National Bank App,0.08,40.68,Jun,2022,Bank App
Punjab Sindh Bank App,0.01,5.93,Jun,2022,Bank App
Rbl Bank App,0.42,123.89,Jun,2022,Bank App
Samsung Pay,4.07,468.23,Jun,2022,Bank App
South Indian Bank App,0.14,46.66,Jun,2022,Bank App
Standard Chartered Bank App,0.13,69.13,Jun,2022,Bank App
Sbi Bank App,3.83,1947.1,Jun,2022,Bank App
Tamilnad Mercantile Bank App,0.03,4.02,Jun,2022,Bank App
Tata Neu,0.12,19.41,Jun,2022,Bank App
Tjsb Bank App,0.01,2.1,Jun,2022,Bank App
Uco Bank App,0.22,42.3,Jun,2022,Bank App
Ultracash,0.03,3.32,Jun,2022,Bank App
Union Bank App,0.45,199.8,Jun,2022,Bank App
Utkarsh Small Finance Bank App,0.01,3.47,Jun,2022,Bank App
Whatsapp,23.04,429.06,Jun,2022,Bank App
Yes Bank App,44.03,11147.17,Jun,2022,Bank App
Yuvapay,0.03,58.31,Jun,2022,Bank App
Others,0.02,6.34,Jun,2022,Bank App
Allahabad Bank App,0.02,6.15,Mar,2022,Bank App
Amazon Pay,76.34,6894.78,Mar,2022,Payment App
Au Small Finance Bank App,0.29,104.48,Mar,2022,Bank App
Axis Bank App,61.29,1084.94,Mar,2022,Bank App
Bajaj Finserv,0.35,24.08,Mar,2022,Payment App
Bank Of Baroda App,0.69,328.61,Mar,2022,Bank App
Bank Of India App,0.08,26.22,Mar,2022,Bank App
Bank Of Maharashtra App,0.05,15.0,Mar,2022,Bank App
Bhim,24.88,8050.24,Mar,2022,Payment App
Canara Bank App,0.31,109.68,Mar,2022,Bank App
Central Bank Of India App,0.14,50.67,Mar,2022,Bank App
Citi Bank App,0.11,68.41,Mar,2022,Bank App
City Union Bank App,0.03,7.3,Mar,2022,Bank App
Cointab,0.08,33.22,Mar,2022,Payment App
Cred,12.11,16136.11,Mar,2022,Payment App
Dbs Digibank App,0.49,185.52,Mar,2022,Bank App
Dena Bank App,0.02,29.32,Mar,2022,Bank App
Deutsche Bank App,1.02,93.02,Mar,2022,Bank App
Dhanlaxmi Bank App,0.01,3.29,Mar,2022,Bank App
Fave,0.37,13.0,Mar,2022,Payment App
Federal Bank App,2.45,360.96,Mar,2022,Bank App
Fino Payments Bank App,0.04,3.47,Mar,2022,Bank App
Finserv Markets,0.03,1.49,Mar,2022,Bank App
Finshell Pay,0.08,4.0,Mar,2022,Payment App
Goibibo,0.02,5.91,Mar,2022,Bank App
Groww,0.83,472.71,Mar,2022,Payment App
Hdfc Bank App,5.45,1624.54,Mar,2022,Bank App
Hsbc Bank App,0.1,62.0,Mar,2022,Bank App
Icici Bank App,35.13,10538.69,Mar,2022,Bank App
Idbi Bank App,0.03,16.25,Mar,2022,Bank App
Idfc Bank App,2.7,534.56,Mar,2022,Bank App
India Post Payments Bank App,2.95,321.14,Mar,2022,Bank App
Indian Bank App,0.11,42.26,Mar,2022,Bank App
Indian Overseas Bank App,0.01,1.62,Mar,2022,Bank App
