app_name,total_volume_mn,total_value_cr,month,year,category
Makemytrip,0.04,22.58,Nov,2023,Bank App
Karur Vysya Bank App,0.04,14.83,Nov,2023,Bank App
Timepay,0.04,1.2,Nov,2023,Bank App
Nsdl Payments Bank App,0.03,5.89,Nov,2023,Bank App
Equitas Small Finance Bank App,0.03,19.96,Nov,2023,Bank App
Punjab Sindh Bank App,0.03,14.19,Nov,2023,Bank App
Allahabad Bank App,0.03,6.93,Nov,2023,Bank App
Cbdc,0.22,8.95,Nov,2023,Bank App
Others,0.11,26.81,Nov,2023,Bank App
Allahabad Bank App,0.03,7.3,Oct,2023,Bank App
Amazon Pay,54.39,6297.17,Oct,2023,Payment App
Au Small Finance Bank App,0.71,235.99,Oct,2023,Bank App
Axis Bank App,74.42,4931.5,Oct,2023,Bank App
Bajaj Finserv,14.19,2373.17,Oct,2023,Payment App
Bajaj Finserv Ppi,0.23,48.79,Oct,2023,Payment App
Bank Of Baroda App,0.93,397.49,Oct,2023,Bank App
Bank Of India App,0.27,93.46,Oct,2023,Bank App
Bank Of Maharashtra App,0.06,10.85,Oct,2023,Bank App
Bhim,25.74,8174.71,Oct,2023,Payment App
Canara Bank App,2.22,665.43,Oct,2023,Bank App
Central Bank Of India App,0.52,114.94,Oct,2023,Bank App
Citi Bank App,0.08,66.07,Oct,2023,Bank App
City Union Bank App,0.07,21.55,Oct,2023,Bank App
Cred,94.52,34691.49,Oct,2023,Payment App
Dbs Digibank App,0.51,197.7,Oct,2023,Bank App
Deutsche Bank App,2.37,350.47,Oct,2023,Bank App
Dhani Ppi,0.02,1.49,Oct,2023,Bank App
Digikhata Ppi,0.04,15.33,Oct,2023,Bank App
Equitas Small Finance Bank App,0.03,21.65,Oct,2023,Bank App
Fampay Ppi,27.54,314.13,Oct,2023,Bank App
Fave,0.11,10.38,Oct,2023,Payment App
Federal Bank App,5.89,720.68,Oct,2023,Bank App
Fino Payments Bank App,0.27,20.01,Oct,2023,Bank App
Gokiwi,0.76,79.21,Oct,2023,Bank App
Google Pay,4139.92,589299.18,Oct,2023,Payment App
Groww,5.89,3354.83,Oct,2023,Payment App
Hdfc Bank App,21.35,5453.76,Oct,2023,Bank App
Hsbc Bank App,0.18,106.07,Oct,2023,Bank App
Icici Bank App,38.88,21317.78,Oct,2023,Bank App
Idbi Bank App,0.07,36.89,Oct,2023,Bank App
Idfc Bank App,5.26,1312.46,Oct,2023,Bank App
India Post Payments Bank App,5.54,464.95,Oct,2023,Bank App
Indian Bank App,0.36,110.93,Oct,2023,Bank App
Indian Overseas Bank App,0.09,23.85,Oct,2023,Bank App
Indusind Bank App,1.07,217.98,Oct,2023,Bank App
Jammu And Kashmir Bank App,0.01,3.39,Oct,2023,Bank App
Jio Payments Bank App,1.35,112.84,Oct,2023,Bank App
Jupiter,4.45,571.06,Oct,2023,Bank App
Karnataka Bank App,0.69,138.58,Oct,2023,Bank App
Karur Vysya Bank App,0.04,16.95,Oct,2023,Bank App
Kotak Mahindra Bank App,23.83,4205.77,Oct,2023,Bank App
Makemytrip,0.04,21.47,Oct,2023,Bank App
Mobikwik,4.43,1378.88,Oct,2023,Payment App
Mobikwik Ppi,0.02,2.15,Oct,2023,Payment App
Navi,0.53,33.92,Oct,2023,Bank App
Nsdl Payments Bank App,0.04,5.79,Oct,2023,Bank App
Omnicard Ppi,1.2,45.9,Oct,2023,Bank App
Paytm Payments Bank App,1544.41,192974.8,Oct,2023,Payment App
PhonePe,5337.96,838371.7,Oct,2023,Payment App
Punjab National Bank App,0.99,211.45,Oct,2023,Bank App
Punjab Sindh Bank App,0.03,12.94,Oct,2023,Bank App
Rbl Bank App,2.14,658.74,Oct,2023,Bank App
Samsung Pay,6.17,562.28,Oct,2023,Bank App
Shriram One,0.15,9.43,Oct,2023,Bank App
Slice,1.33,340.4,Oct,2023,Payment App
Slice Ppi,0.33,18.41,Oct,2023,Payment App
South Indian Bank App,0.22,69.36,Oct,2023,Bank App
Standard Chartered Bank App,7.02,1702.59,Oct,2023,Bank App
Sbi Bank App,5.53,2186.05,Oct,2023,Bank App
Tamilnad Mercantile Bank App,0.1,29.14,Oct,2023,Bank App
Tata Neu,0.09,14.51,Oct,2023,Bank App
Uco Bank App,0.28,85.33,Oct,2023,Bank App
Ultracash,0.09,5.6,Oct,2023,Bank App
Union Bank App,0.89,360.42,Oct,2023,Bank App
Utkarsh Small Finance Bank App,0.02,7.44,Oct,2023,Bank App
Whatsapp,22.72,1903.1,Oct,2023,Bank App
Yes Bank App,28.27,11259.1,Oct,2023,Bank App
Others,0.06,14.29,Oct,2023,Bank App
Cred,86.5,31558.2,Sep,2023,Payment App
Axis Bank App,68.76,3584.91,Sep,2023,Bank App
Amazon Pay,48.78,5386.29,Sep,2023,Payment App
Icici Bank App,37.52,20052.91,Sep,2023,Bank App
Yes Bank App,28.49,10847.96,Sep,2023,Bank App
Bhim,24.15,8005.18,Sep,2023,Payment App
Fampay,22.88,263.37,Sep,2023,Bank App
Kotak Mahindra Bank App,21.57,3737.26,Sep,2023,Bank App
Whatsapp,20.55,1732.15,Sep,2023,Bank App
Hdfc Bank App,18.87,4739.39,Sep,2023,Bank App
Bajaj Finserv,14.14,2069.98,Sep,2023,Payment App
Airtel Payments Bank App,10.46,747.21,Sep,2023,Bank App
Groww,6.5,3596.95,Sep,2023,Payment App
Samsung Pay,5.81,528.2,Sep,2023,Bank App
Federal Bank App,5.54,692.03,Sep,2023,Bank App
Sbi Bank App,5.42,2130.89,Sep,2023,Bank App
India Post Payments Bank App,5.28,447.37,Sep,2023,Bank App
Idfc Bank App,4.42,1109.67,Sep,2023,Bank App
Jupiter,4.05,529.64,Sep,2023,Bank App
Mobikwik,3.92,1182.65,Sep,2023,Payment App
Standard Chartered Bank App,2.03,331.21,Sep,2023,Bank App
Deutsche Bank App,1.93,315.29,Sep,2023,Bank App
Canara Bank App,1.89,569.48,Sep,2023,Bank App
Rbl Bank App,1.6,575.61,Sep,2023,Bank App
Jio Payments Bank App,1.44,108.84,Sep,2023,Bank App
Bank Of Baroda App,1.22,476.43,Sep,2023,Bank App
Slice,1.06,310.9,Sep,2023,Payment App
Punjab National Bank App,1.0,197.93,Sep,2023,Bank App
Omni,0.98,36.12,Sep,2023,Bank App
Indusind Bank App,0.89,182.26,Sep,2023,Bank App
Union Bank App,0.87,324.39,Sep,2023,Bank App
Au Small Finance Bank App,0.66,214.25,Sep,2023,Bank App
Goaxb,0.64,74.94,Sep,2023,Bank App
Karnataka Bank App,0.62,125.7,Sep,2023,Bank App
Dbs Digibank App,0.45,179.42,Sep,2023,Bank App
Central Bank Of India App,0.4,95.22,Sep,2023,Bank App
Uco Bank App,0.37,127.06,Sep,2023,Bank App
Indian Bank App,0.33,149.32,Sep,2023,Bank App
Bank Of India App,0.28,86.17,Sep,2023,Bank App
Naviaxis,0.27,17.75,Sep,2023,Bank App
South Indian Bank App,0.26,72.9,Sep,2023,Bank App
Fino Payments Bank App,0.22,15.99,Sep,2023,Bank App
Bpaywallet,0.19,42.31,Sep,2023,Bank App
Hsbc Bank App,0.16,101.2,Sep,2023,Bank App
Tamilnad Mercantile Bank App,0.1,26.99,Sep,2023,Bank App
Tata Neu,0.09,14.82,Sep,2023,Bank App
Fave,0.09,6.34,Sep,2023,Payment App
Ultracash,0.08,4.77,Sep,2023,Bank App
Citi Bank App,0.08,61.34,Sep,2023,Bank App
Indie,0.07,16.09,Sep,2023,Bank App
Indian Overseas Bank App,0.07,19.12,Sep,2023,Bank App
City Union Bank App,0.07,20.6,Sep,2023,Bank App
Idbi Bank App,0.06,32.31,Sep,2023,Bank App
Bank Of Maharashtra App,0.05,8.55,Sep,2023,Bank App
Karur Vysya Bank App,0.04,15.87,Sep,2023,Bank App
Makemytrip,0.04,21.32,Sep,2023,Bank App
Shriram,0.03,2.8,Sep,2023,Bank App
Nsdl Payments Bank App,0.03,5.78,Sep,2023,Bank App
Equitas Small Finance Bank App,0.03,19.39,Sep,2023,Bank App
Digikhata,0.03,10.8,Sep,2023,Bank App
Slice,0.03,3.8,Sep,2023,Payment App
Allahabad Bank App,0.03,7.15,Sep,2023,Bank App
Punjab Sindh Bank App,0.03,12.32,Sep,2023,Bank App
Dhani,0.02,2.58,Sep,2023,Bank App
Utkarsh Small Finance Bank App,0.02,6.63,Sep,2023,Bank App
Jammu And Kashmir Bank App,0.01,2.56,Sep,2023,Bank App
Dhanlaxmi Bank App,0.01,3.46,Sep,2023,Bank App
Goibibo,0.01,2.34,Sep,2023,Bank App
Others,0.06,10.25,Sep,2023,Bank App
Google Pay,5027.32,694189.68,Apr,2024,Payment App
Paytm,1117.13,122554.25,Apr,2024,Payment App
Cred,138.46,43233.21,Apr,2024,Payment App
Axis Bank App,69.8,6483.24,Apr,2024,Bank App
Amazon Pay,64.33,6784.82,Apr,2024,Payment App
Icici Bank App,47.41,26638.88,Apr,2024,Bank App
Fampay,46.64,588.0,Apr,2024,Bank App
Kotak Mahindra Bank App,41.54,6101.88,Apr,2024,Bank App
Hdfc Bank App,35.99,7689.76,Apr,2024,Bank App
Whatsapp,34.12,2815.68,Apr,2024,Bank App
Bhim,25.48,8670.52,Apr,2024,Payment App
Yes Bank App,22.26,12009.4,Apr,2024,Bank App
Airtel Payments Bank App,16.19,1244.14,Apr,2024,Bank App
Navi,15.1,402.92,Apr,2024,Bank App
Bajaj Finserv,10.29,1819.55,Apr,2024,Payment App
Mobikwik,9.76,2248.19,Apr,2024,Payment App
Groww,8.02,5452.72,Apr,2024,Payment App
Slice,7.51,608.62,Apr,2024,Payment App
Sbi Bank App,6.53,2386.79,Apr,2024,Bank App
Idfc Bank App,6.45,1581.78,Apr,2024,Bank App
Samsung Pay,6.3,527.4,Apr,2024,Bank App
Federal Bank App,6.14,821.8,Apr,2024,Bank App
Jupiter,5.92,710.69,Apr,2024,Bank App
India Post Payments Bank App,5.08,687.52,Apr,2024,Bank App
Flipkart Upi,3.46,174.73,Apr,2024,Bank App
Deutsche Bank App,3.28,441.58,Apr,2024,Bank App
Canara Bank App,3.03,812.15,Apr,2024,Bank App
Timepay,2.16,24.25,Apr,2024,Bank App
Jio Payments Bank App,1.87,164.17,Apr,2024,Bank App
Punjab National Bank App,1.66,419.99,Apr,2024,Bank App
Rbl Bank App,1.57,646.29,Apr,2024,Bank App
Indian Bank App,1.5,317.4,Apr,2024,Bank App
Union Bank App,1.25,525.02,Apr,2024,Bank App
Omnicard,1.06,37.27,Apr,2024,Bank App
Bank Of Baroda App,0.99,467.77,Apr,2024,Bank App
Central Bank Of India App,0.89,204.45,Apr,2024,Bank App
Au Small Finance Bank App,0.8,257.99,Apr,2024,Bank App
GoKiwi,0.58,92.87,Apr,2024,Bank App
Dbs Digibank App,0.47,182.89,Apr,2024,Bank App
South Indian Bank App,0.43,129.71,Apr,2024,Bank App
Shriram One,0.4,37.49,Apr,2024,Bank App
Fino Payments Bank App,0.35,49.47,Apr,2024,Bank App
Indusind Bank App,1.06,191.9,Apr,2024,Bank App
Hsbc Bank App,0.32,126.59,Apr,2024,Bank App
Tata Neu,0.32,34.06,Apr,2024,Bank App
Bank Of India App,0.21,87.25,Apr,2024,Bank App
Standard Chartered Bank App,0.16,105.51,Apr,2024,Bank App
Uco Bank App,0.16,54.3,Apr,2024,Bank App
Digikhata,0.15,51.08,Apr,2024,Bank App
Karnataka Bank App,0.15,27.18,Apr,2024,Bank App
Jupiter Edge,0.14,22.88,Apr,2024,Bank App
Dhani,0.13,7.44,Apr,2024,Bank App
Indian Overseas Bank App,0.11,30.1,Apr,2024,Bank App
Ultracash,0.09,6.16,Apr,2024,Bank App
Tamilnad Mercantile Bank App,0.09,24.69,Apr,2024,Bank App
City Union Bank App,0.08,26.6,Apr,2024,Bank App
Nsdl Payments Bank App,0.08,11.88,Apr,2024,Bank App
Citi Bank App,0.06,69.19,Apr,2024,Bank App
Idbi Bank App,0.06,20.15,Apr,2024,Bank App
Bank Of Maharashtra App,0.06,14.06,Apr,2024,Bank App
Karur Vysya Bank App,0.05,18.94,Apr,2024,Bank App
Makemytrip,0.04,19.32,Apr,2024,Bank App
Go Niyo,0.04,16.77,Apr,2024,Bank App
Equitas Small Finance Bank App,0.03,25.52,Apr,2024,Bank App
Punjab Sindh Bank App,0.03,12.15,Apr,2024,Bank App
Allahabad Bank App,0.02,6.18,Apr,2024,Bank App
Fave,0.02,1.16,Apr,2024,Payment App
Cheq,0.01,1.13,Apr,2024,Bank App
Others,1.18,112.6,Apr,2024,Bank App
Google Pay,5592.45,742223.07,Aug,2024,Payment App
Paytm,1078.9,113672.17,Aug,2024,Payment App
Cred,147.48,50720.89,Aug,2024,Payment App
Axis Bank App,113.97,5834.35,Aug,2024,Bank App
Navi,88.71,4651.32,Aug,2024,Bank App
Amazon Pay,70.72,7744.21,Aug,2024,Payment App
Fampay,57.16,686.06,Aug,2024,Bank App
Icici Bank App,51.31,21309.33,Aug,2024,Bank App
Kotak Mahindra Bank App,46.94,6349.0,Aug,2024,Bank App
Whatsapp,45.43,3421.99,Aug,2024,Bank App
Hdfc Bank App,36.0,8835.19,Aug,2024,Bank App
Yes Bank App,26.3,9717.22,Aug,2024,Bank App
Bhim,25.94,8363.28,Aug,2024,Payment App
Airtel Payments Bank App,17.56,1221.86,Aug,2024,Bank App
Mobikwik,14.94,3012.52,Aug,2024,Payment App
Groww,13.65,9693.95,Aug,2024,Payment App
Super.Money,11.63,385.77,Aug,2024,Bank App
Bajaj Finserv,11.01,2639.91,Aug,2024,Payment App
Slice,10.53,775.67,Aug,2024,Payment App
Sbi Bank App,9.0,2827.84,Aug,2024,Bank App
Flipkart Upi,8.6,468.99,Aug,2024,Bank App
Idfc Bank App,8.01,1768.92,Aug,2024,Bank App
Samsung Pay,7.14,567.24,Aug,2024,Bank App
India Post Payments Bank App,7.04,906.0,Aug,2024,Bank App
Federal Bank App,6.25,901.05,Aug,2024,Bank App
Jupiter Money,6.04,807.39,Aug,2024,Payment App
Deutsche Bank App,3.73,369.45,Aug,2024,Bank App
Canara Bank App,3.1,810.75,Aug,2024,Bank App
Jio Payments Bank App,2.62,201.6,Aug,2024,Bank App
Punjab National Bank App,2.57,595.26,Aug,2024,Bank App
Indian Bank App,2.26,373.75,Aug,2024,Bank App
Rbl Bank App,1.55,554.3,Aug,2024,Bank App
Timepay,1.29,12.9,Aug,2024,Bank App
Union Bank App,1.27,468.83,Aug,2024,Bank App
Omnicard,1.21,61.66,Aug,2024,Bank App
Bank Of Baroda App,1.13,449.45,Aug,2024,Bank App
Jammu And Kashmir Bank App,0.93,122.73,Aug,2024,Bank App
Central Bank Of India App,0.85,173.27,Aug,2024,Bank App
Pop Club,0.77,72.62,Aug,2024,Bank App
South Indian Bank App,0.62,168.87,Aug,2024,Bank App
Au Small Finance Bank App,0.53,155.57,Aug,2024,Bank App
Dbs Digibank App,0.52,199.46,Aug,2024,Bank App
Aditya Birla Capital Digital,0.51,16.36,Aug,2024,Bank App
Hsbc Bank App,0.49,168.59,Aug,2024,Bank App
Fino Payments Bank App,0.46,54.37,Aug,2024,Bank App
Indusind Bank App,0.37,101.49,Aug,2024,Bank App
Digikhata,0.33,110.14,Aug,2024,Bank App
Shriram One,0.33,37.87,Aug,2024,Bank App
Kiwi,0.29,37.8,Aug,2024,Bank App
Uco Bank App,0.24,53.95,Aug,2024,Bank App
Suryoday Bank App,0.21,0.02,Aug,2024,Bank App
Karnataka Bank App,0.19,39.14,Aug,2024,Bank App
Tata Neu,0.18,28.51,Aug,2024,Bank App
Standard Chartered Bank App,0.18,116.68,Aug,2024,Bank App
Indian Overseas Bank App,0.17,46.55,Aug,2024,Bank App
Dhani,0.12,15.89,Aug,2024,Bank App
Ultracash,0.12,8.68,Aug,2024,Bank App
Bank Of India App,0.11,28.04,Aug,2024,Bank App
Idbi Bank App,0.09,33.76,Aug,2024,Bank App
City Union Bank App,0.08,29.36,Aug,2024,Bank App
Niyo Global,0.08,40.29,Aug,2024,Bank App
Tamilnad Mercantile Bank App,0.08,24.17,Aug,2024,Bank App
Nsdl Payments Bank App,0.08,11.72,Aug,2024,Bank App
Karur Vysya Bank App,0.06,21.0,Aug,2024,Bank App
RapiPay,0.06,9.04,Aug,2024,Bank App
Equitas Small Finance Bank App,0.04,26.4,Aug,2024,Bank App
Punjab Sindh Bank App,0.03,13.83,Aug,2024,Bank App
Allahabad Bank App,0.02,5.13,Aug,2024,Bank App
Others,1.82,230.58,Aug,2024,Bank App
Google Pay,6140.47,822598.36,Dec,2024,Payment App
Paytm,1150.96,125739.66,Dec,2024,Payment App
Navi,202.53,11317.09,Dec,2024,Bank App
Cred,143.07,50979.94,Dec,2024,Payment App
Axis Bank App,128.36,6159.9,Dec,2024,Bank App
Super.Money,101.81,3866.39,Dec,2024,Bank App
Amazon Pay,91.94,9330.97,Dec,2024,Payment App
Fampay,75.74,870.68,Dec,2024,Bank App
Icici Bank App,61.86,21904.55,Dec,2024,Bank App
Whatsapp,57.85,4348.19,Dec,2024,Bank App
Kotak Mahindra Bank App,52.06,7286.24,Dec,2024,Bank App
Hdfc Bank App,41.84,12526.57,Dec,2024,Bank App
Yes Bank App,40.98,9216.96,Dec,2024,Bank App
Bhim,30.22,9170.75,Dec,2024,Payment App
Airtel Payments Bank App,20.29,1497.32,Dec,2024,Bank App
Mobikwik,20.26,3478.58,Dec,2024,Payment App
Groww,13.78,9341.27,Dec,2024,Payment App
Flipkart Upi,12.75,606.35,Dec,2024,Bank App
Slice,12.06,882.04,Dec,2024,Payment App
Sbi Bank App,12.05,3411.38,Dec,2024,Bank App
India Post Payments Bank App,10.76,1337.1,Dec,2024,Bank App
Idfc Bank App,9.27,2103.6,Dec,2024,Bank App
Samsung Pay,8.59,614.74,Dec,2024,Bank App
Bajaj Finserv,8.55,1652.53,Dec,2024,Payment App
Rbl Bank App,8.37,1511.43,Dec,2024,Bank App
Jupiter Money,6.41,910.03,Dec,2024,Payment App
Pop Upi,6.2,391.63,Dec,2024,Bank App
Federal Bank App,3.94,673.09,Dec,2024,Bank App
Jio Payments Bank App,3.46,287.81,Dec,2024,Bank App
Deutsche Bank App,3.37,296.88,Dec,2024,Bank App
Punjab National Bank App,3.32,792.81,Dec,2024,Bank App
Fi Money,3.32,412.1,Dec,2024,Bank App
Canara Bank App,3.2,848.14,Dec,2024,Bank App
Indian Bank App,2.21,435.17,Dec,2024,Bank App
Omnicard,1.45,85.46,Dec,2024,Bank App
Central Bank Of India App,1.25,221.54,Dec,2024,Bank App
Jammu And Kashmir Bank App,1.13,169.43,Dec,2024,Bank App
Bank Of Baroda App,1.12,431.5,Dec,2024,Bank App
Dbs Digibank App,1.07,219.66,Dec,2024,Bank App
Timepay,1.01,13.49,Dec,2024,Bank App
Suryoday Bank App,0.9,86.33,Dec,2024,Bank App
Aditya Birla Capital Digital,0.83,37.24,Dec,2024,Bank App
Kiwi,0.81,134.02,Dec,2024,Bank App
Union Bank App,0.76,255.63,Dec,2024,Bank App
Hsbc Bank App,0.74,195.01,Dec,2024,Bank App
South Indian Bank App,0.63,181.57,Dec,2024,Bank App
Shriram One,0.61,57.11,Dec,2024,Bank App
Digikhata,0.56,170.77,Dec,2024,Bank App
Fino Payments Bank App,0.55,72.04,Dec,2024,Bank App
One Card,0.5,549.1,Dec,2024,Bank App
Au Small Finance Bank App,0.49,151.24,Dec,2024,Bank App
True Balance,0.41,21.49,Dec,2024,Bank App
Indusind Bank App,0.34,87.05,Dec,2024,Bank App
Uco Bank App,0.32,76.33,Dec,2024,Bank App
Tata Neu,0.3,81.2,Dec,2024,Bank App
Indian Overseas Bank App,0.23,59.7,Dec,2024,Bank App
Bank Of India App,0.22,68.38,Dec,2024,Bank App
Karnataka Bank App,0.22,47.38,Dec,2024,Bank App
Standard Chartered Bank App,0.2,123.19,Dec,2024,Bank App
Esaf Small Finance Bank App,0.19,20.5,Dec,2024,Bank App
Dhani,0.14,12.18,Dec,2024,Bank App
Bharat Pe,0.11,13.25,Dec,2024,Bank App
RapiPay,0.1,12.52,Dec,2024,Bank App
Niyo Global,0.1,56.0,Dec,2024,Bank App
Idbi Bank App,0.1,35.31,Dec,2024,Bank App
Salary Se,0.1,4.8,Dec,2024,Bank App
Ultracash,0.09,6.16,Dec,2024,Bank App
Ind Money,0.08,28.5,Dec,2024,Bank App
City Union Bank App,0.08,28.56,Dec,2024,Bank App
Tamilnad Mercantile Bank App,0.08,25.95,Dec,2024,Bank App
Karur Vysya Bank App,0.07,24.98,Dec,2024,Bank App
Nsdl Payments Bank App,0.07,8.36,Dec,2024,Bank App
Spice Money,0.06,5.97,Dec,2024,Bank App
Money View,0.06,4.42,Dec,2024,Bank App
Kreditpe,0.05,6.27,Dec,2024,Bank App
Equitas Small Finance Bank App,0.04,28.67,Dec,2024,Bank App
Bank Of Maharashtra App,0.04,12.79,Dec,2024,Bank App
Genwise,0.03,31.68,Dec,2024,Bank App
Cheq,0.03,2.43,Dec,2024,Bank App
Freo,0.02,1.72,Dec,2024,Bank App
Punjab Sindh Bank App,0.02,7.78,Dec,2024,Bank App
Others,3.39,490.26,Dec,2024,Bank App
Google Pay,4508.12,637264.65,Feb,2024,Payment App
Paytm,1340.35,159569.47,Feb,2024,Payment App
Cred,111.53,38649.61,Feb,2024,Payment App
Amazon Pay,59.71,6278.02,Feb,2024,Payment App
Bhim,56.16,9052.16,Feb,2024,Payment App
Icici Bank App,38.92,19687.47,Feb,2024,Bank App
Fampay,37.89,432.81,Feb,2024,Bank App
Hdfc Bank App,37.37,4355.55,Feb,2024,Bank App
Kotak Mahindra Bank App,31.5,5127.03,Feb,2024,Bank App
Axis Bank App,30.93,8719.23,Feb,2024,Bank App
Whatsapp,26.76,2175.12,Feb,2024,Bank App
Yes Bank App,21.57,11344.81,Feb,2024,Bank App
Bajaj Finserv,19.22,2984.7,Feb,2024,Payment App
Airtel Payments Bank App,14.07,1028.35,Feb,2024,Bank App
Mobikwik,6.28,1793.84,Feb,2024,Payment App
Sbi Bank App,6.2,2351.46,Feb,2024,Bank App
Groww,5.78,3042.87,Feb,2024,Payment App
Federal Bank App,5.74,717.81,Feb,2024,Bank App
Samsung Pay,5.61,494.57,Feb,2024,Bank App
Idfc First Bank App,5.54,1440.44,Feb,2024,Bank App
India Post Payments Bank App,5.38,608.29,Feb,2024,Bank App
Jupiter Money,5.0,669.43,Feb,2024,Payment App
Standard Chartered Bank App,4.02,1587.3,Feb,2024,Bank App
Slice,3.98,471.27,Feb,2024,Payment App
Deutsche Bank App,3.43,377.62,Feb,2024,Bank App
Rbl Bank App,2.82,574.05,Feb,2024,Bank App
Canara Bank App,2.79,745.2,Feb,2024,Bank App
Freecharge,1.65,416.19,Feb,2024,Bank App
Jio Payments Bank App,1.64,145.51,Feb,2024,Bank App
Indusind Bank App,1.46,272.43,Feb,2024,Bank App
Navi,1.42,68.62,Feb,2024,Bank App
Punjab National Bank App,1.36,359.72,Feb,2024,Bank App
Union Bank App,1.2,483.59,Feb,2024,Bank App
Omnicard,1.15,38.18,Feb,2024,Bank App
Bank Of Baroda App,0.76,369.24,Feb,2024,Bank App
Au Small Finance Bank App,0.73,276.63,Feb,2024,Bank App
Central Bank Of India App,0.72,165.64,Feb,2024,Bank App
Kiwi,0.55,81.25,Feb,2024,Bank App
Dbs Bank App,0.54,202.06,Feb,2024,Bank App
Indian Bank App,0.42,160.09,Feb,2024,Bank App
Timepay,0.42,3.95,Feb,2024,Bank App
Karnataka Bank App,0.41,85.93,Feb,2024,Bank App
South Indian Bank App,0.36,104.62,Feb,2024,Bank App
Shriram One,0.35,31.2,Feb,2024,Bank App
Fino Payments Bank App,0.3,38.14,Feb,2024,Bank App
Bank Of India App,0.24,91.81,Feb,2024,Bank App
Hsbc Bank App,0.21,116.52,Feb,2024,Bank App
Tata Neu,0.2,17.14,Feb,2024,Bank App
Fave,0.19,36.57,Feb,2024,Payment App
Uco Bank App,0.17,61.26,Feb,2024,Bank App
Tamilnad Mercantile Bank App,0.12,32.14,Feb,2024,Bank App
Indian Overseas Bank App,0.11,29.06,Feb,2024,Bank App
Digikhata,0.1,35.77,Feb,2024,Bank App
Livquik,0.09,28.75,Feb,2024,Bank App
City Union Bank App,0.08,24.75,Feb,2024,Bank App
Citi Bank App,0.07,70.14,Feb,2024,Bank App
Idbi Bank App,0.06,32.49,Feb,2024,Bank App
Dhani,0.05,3.38,Feb,2024,Bank App
Nsdl Payments Bank App,0.05,6.59,Feb,2024,Bank App
Karur Vysya Bank App,0.04,15.42,Feb,2024,Bank App
Bank Of Maharashtra App,0.04,7.68,Feb,2024,Bank App
Equitas Small App,0.04,24.46,Feb,2024,Bank App
Flipkart Upi,0.03,0.68,Feb,2024,Bank App
Punjab Sindh Bank App,0.02,10.71,Feb,2024,Bank App
Cheq,0.02,1.54,Feb,2024,Bank App
Niyo Global,0.02,4.04,Feb,2024,Bank App
Cbdc,0.94,64.13,Feb,2024,Bank App
Others,0.03,14.17,Feb,2024,Bank App
Google Pay,4442.86,635945.58,Jan,2024,Payment App
Paytm Payments Bank App,1569.63,192614.74,Jan,2024,Payment App
Cred,108.86,38229.82,Jan,2024,Payment App
Axis Bank App,80.17,5721.57,Jan,2024,Bank App
Amazon Pay,59.48,6288.95,Jan,2024,Payment App
Icici Bank App,40.62,24115.98,Jan,2024,Bank App
Fampay,36.62,418.33,Jan,2024,Bank App
Hdfc Bank App,30.98,5475.95,Jan,2024,Bank App
Bhim,29.98,8778.61,Jan,2024,Payment App
Kotak Mahindra Bank App,28.24,4981.01,Jan,2024,Bank App
Whatsapp,26.08,2132.83,Jan,2024,Bank App
Yes Bank App,23.28,11618.77,Jan,2024,Bank App
Bajaj Finserv,19.87,2737.66,Jan,2024,Payment App
Airtel Payments Bank App,13.24,902.43,Jan,2024,Bank App
Groww,9.41,6540.35,Jan,2024,Payment App
Sbi Bank App,6.13,2426.73,Jan,2024,Bank App
Samsung Pay,5.73,518.32,Jan,2024,Bank App
Idfc Bank App,5.47,1448.5,Jan,2024,Bank App
Federal Bank App,5.33,674.05,Jan,2024,Bank App
Mobikwik,5.19,1625.48,Jan,2024,Payment App
Jupiter,4.97,665.54,Jan,2024,Bank App
India Post Payments Bank App,4.69,461.95,Jan,2024,Bank App
Deutsche Bank App,3.89,294.63,Jan,2024,Bank App
Standard Chartered Bank App,3.68,746.46,Jan,2024,Bank App
Rbl Bank App,3.35,786.52,Jan,2024,Bank App
Canara Bank App,2.62,758.31,Jan,2024,Bank App
Slice,2.01,407.98,Jan,2024,Payment App
Jio Payments Bank App,1.51,137.62,Jan,2024,Bank App
Punjab National Bank App,1.32,335.6,Jan,2024,Bank App
Indian Bank App,1.29,322.39,Jan,2024,Bank App
Slice,1.26,41.97,Jan,2024,Payment App
Omnicard,1.15,37.16,Jan,2024,Bank App
Bank Of Baroda App,1.14,516.58,Jan,2024,Bank App
Union Bank App,1.11,451.7,Jan,2024,Bank App
Navi,0.96,54.5,Jan,2024,Bank App
Gokiwi,0.74,105.76,Jan,2024,Bank App
Dbs Digibank App,0.7,254.66,Jan,2024,Bank App
Karnataka Bank App,0.67,144.11,Jan,2024,Bank App
Au Small Finance Bank App,0.66,259.49,Jan,2024,Bank App
Central Bank Of India App,0.63,150.41,Jan,2024,Bank App
Shriram One,0.59,31.86,Jan,2024,Bank App
Fifederal,0.47,57.15,Jan,2024,Bank App
Bpaywallet,0.43,88.49,Jan,2024,Bank App
Mobikwik,0.39,57.77,Jan,2024,Bank App
South Indian Bank App,0.33,105.23,Jan,2024,Bank App
Bank Of India App,0.29,108.18,Jan,2024,Bank App
Fino Payments Bank App,0.29,31.67,Jan,2024,Bank App
Indie - Indus Ind,0.25,42.84,Jan,2024,Bank App
Uco Bank App,0.21,76.62,Jan,2024,Bank App
